index,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,region,prediction
818,6,1,0,2,1,na1,4
819,0,0,0,0,0,na1,5
820,8,1,1,4,2,na1,1
821,4,0,0,0,0,na1,0
822,9,1,0,3,2,na1,1
823,1,0,0,1,0,na1,5
824,2,0,0,1,1,na1,0
825,9,2,2,2,0,na1,3
826,1,0,0,2,0,na1,5
827,0,0,0,0,1,na1,5
828,2,0,0,0,1,na1,0
829,6,1,0,3,1,na1,4
830,8,1,0,2,2,na1,3
831,0,0,0,0,0,na1,5
832,0,0,0,0,0,na1,5
833,2,0,0,1,1,na1,0
834,3,0,0,1,1,na1,0
835,4,0,0,2,0,na1,2
836,4,0,0,2,1,na1,2
837,6,1,1,2,1,na1,4
838,1,0,0,0,1,na1,5
839,6,1,1,4,1,na1,4
840,4,0,0,1,2,na1,0
841,9,1,1,4,0,na1,1
842,2,0,0,1,2,na1,0
843,7,1,0,3,0,na1,4
844,9,2,1,1,2,na1,3
845,1,0,0,1,0,na1,5
846,3,0,0,0,1,na1,0
847,0,0,0,0,0,na1,5
848,9,2,2,4,1,na1,1
849,4,0,0,1,0,na1,0
850,4,1,0,0,0,na1,0
851,1,0,0,0,0,na1,5
852,1,0,0,0,0,na1,5
853,4,2,0,0,0,na1,0
854,1,0,0,0,0,na1,5
855,4,2,0,0,0,na1,0
856,0,0,0,0,0,na1,5
857,2,0,0,0,0,na1,0
858,4,1,0,0,0,na1,0
859,1,0,0,0,0,na1,5
860,4,3,0,0,0,na1,0
861,2,1,0,0,0,na1,0
862,4,1,0,0,0,na1,0
863,2,2,0,0,0,na1,0
864,0,0,0,0,0,na1,5
865,4,1,0,0,0,na1,0
866,0,0,0,0,0,na1,5
867,4,2,0,0,0,na1,0
868,4,2,0,0,0,na1,0
869,2,1,0,0,0,na1,0
870,4,1,0,0,0,na1,0
871,1,0,0,0,0,na1,5
872,4,1,0,0,0,na1,0
873,2,1,0,0,0,na1,0
874,4,2,0,0,0,na1,0
875,2,0,0,0,0,na1,0
876,4,2,0,0,0,na1,0
877,0,0,0,0,0,na1,5
878,4,1,0,0,0,na1,0
879,4,2,0,0,0,na1,0
880,1,0,0,1,0,na1,5
881,10,2,2,3,2,na1,3
882,4,1,0,1,1,na1,0
883,9,3,1,3,1,na1,1
884,3,0,0,2,1,na1,2
885,6,0,0,1,0,na1,4
886,9,1,0,2,2,na1,3
887,3,0,0,2,0,na1,2
888,8,1,1,4,2,na1,1
889,0,0,0,0,0,na1,5
890,6,0,0,1,1,na1,4
891,0,0,0,1,0,na1,5
892,1,0,0,0,0,na1,5
893,8,2,1,3,1,na1,1
894,3,0,0,3,1,na1,2
895,0,0,0,0,0,na1,5
896,9,2,1,1,1,na1,3
897,2,0,0,2,0,na1,2
898,1,0,0,0,1,na1,5
899,2,0,0,1,0,na1,0
900,7,1,0,4,0,na1,4
901,8,1,2,1,2,na1,3
902,5,0,0,0,0,na1,0
903,7,1,1,4,0,na1,1
904,2,0,0,3,1,na1,2
905,10,3,2,2,1,na1,3
906,11,3,1,4,2,na1,1
907,2,0,1,2,0,na1,2
908,4,2,0,0,0,na1,0
909,0,0,0,0,0,na1,5
910,3,1,0,0,1,na1,0
911,0,0,0,0,0,na1,5
912,3,0,0,3,1,na1,2
913,9,3,1,1,1,na1,3
914,8,1,0,4,1,na1,1
915,0,0,0,0,0,na1,5
916,6,1,0,2,1,na1,4
917,2,0,0,1,1,na1,0
918,4,0,0,2,0,na1,2
919,1,0,0,0,0,na1,5
920,0,0,0,0,0,na1,5
921,2,1,0,0,0,na1,0
922,1,0,0,0,0,na1,5
923,4,2,0,0,0,na1,0
924,0,0,0,0,0,na1,5
925,0,0,0,0,0,na1,5
926,0,0,0,0,0,na1,5
927,4,0,0,1,1,na1,0
928,3,1,0,0,0,na1,0
929,2,0,0,0,1,na1,0
930,2,2,0,0,0,na1,0
931,4,3,0,0,0,na1,0
932,3,1,0,0,1,na1,0
933,1,0,0,0,1,na1,5
934,1,0,0,0,1,na1,5
935,2,0,0,1,0,na1,0
936,4,0,0,2,1,na1,2
937,0,0,0,0,0,na1,5
938,1,0,0,0,0,na1,5
939,4,2,0,0,0,na1,0
940,4,0,0,2,2,na1,2
941,11,3,2,2,0,na1,3
942,9,1,0,1,2,na1,3
943,1,0,0,0,0,na1,5
944,0,0,0,0,0,na1,5
945,4,0,0,1,0,na1,0
946,4,0,1,3,1,na1,2
947,2,0,0,0,1,na1,0
948,9,3,2,3,2,na1,1
949,4,0,0,2,0,na1,2
950,2,0,0,2,1,na1,2
951,0,0,0,0,0,na1,5
952,1,0,0,0,0,na1,5
953,8,2,1,3,1,na1,1
954,3,0,0,1,1,na1,0
955,3,0,0,3,0,na1,2
956,9,3,1,3,1,na1,1
957,3,0,1,1,1,na1,0
958,3,1,0,0,1,na1,0
959,0,0,0,0,0,na1,5
960,0,0,0,0,0,na1,5
961,4,0,0,2,1,na1,2
962,5,0,0,1,0,na1,4
963,9,1,2,3,1,na1,1
964,0,0,0,0,0,na1,5
965,1,0,0,2,0,na1,5
966,8,1,1,4,0,na1,1
967,3,0,0,0,0,na1,0
968,5,1,0,3,1,na1,4
969,3,0,0,1,1,na1,0
970,3,0,0,1,0,na1,0
971,2,0,0,1,1,na1,0
972,9,1,1,1,1,na1,3
973,4,0,0,3,0,na1,2
974,5,0,0,2,2,na1,4
975,9,2,3,4,0,na1,1
976,0,0,0,1,0,na1,5
977,3,0,0,1,1,na1,0
978,8,1,1,4,2,na1,1
979,4,0,0,0,0,na1,0
980,4,0,0,2,0,na1,2
981,9,1,2,3,1,na1,1
982,9,1,0,3,2,na1,1
983,1,0,0,1,0,na1,5
984,2,0,0,1,1,na1,0
985,9,2,2,2,0,na1,3
986,1,0,0,2,0,na1,5
987,0,0,0,0,1,na1,5
988,2,0,0,0,1,na1,0
989,6,1,0,3,1,na1,4
990,8,1,0,2,2,na1,3
991,0,0,0,0,0,na1,5
992,0,0,0,0,0,na1,5
993,2,0,0,1,1,na1,0
994,3,0,0,1,1,na1,0
995,4,0,0,2,0,na1,2
996,4,0,0,2,1,na1,2
997,6,1,1,2,1,na1,4
998,0,0,0,0,0,na1,5
999,4,0,0,2,1,na1,2
1000,1,0,0,1,1,na1,5
1001,9,1,0,2,1,na1,3
1002,9,2,0,3,1,na1,1
1003,1,0,0,0,0,na1,5
1004,0,0,0,0,0,na1,5
1005,6,0,0,2,1,na1,4
1006,7,2,0,2,1,na1,4
1007,5,1,1,2,1,na1,4
1008,10,2,1,3,1,na1,3
1009,3,0,0,0,0,na1,0
1010,5,0,1,2,0,na1,4
1011,2,0,0,2,2,na1,2
1012,2,0,0,1,0,na1,0
1013,7,1,0,2,2,na1,4
1014,1,0,0,1,0,na1,5
1015,11,3,1,3,2,na1,3
1016,2,0,0,1,2,na1,0
1017,11,3,1,3,0,na1,3
1018,4,1,0,1,1,na1,0
1019,9,3,1,3,1,na1,1
1020,8,1,1,3,1,na1,1
1021,1,0,0,0,0,na1,5
1022,0,0,0,0,0,na1,5
1023,4,0,0,2,1,na1,2
1024,4,1,0,0,0,na1,0
1025,0,0,0,0,0,na1,5
1026,2,0,0,0,0,na1,0
1027,4,0,0,2,1,na1,2
1028,5,0,0,2,2,na1,4
1029,1,0,0,0,0,na1,5
1030,10,2,1,2,2,na1,3
1031,1,0,0,1,0,na1,5
1032,8,1,0,1,1,na1,3
1033,0,0,0,1,0,na1,5
1034,4,0,0,2,2,na1,2
1035,10,3,1,1,0,na1,3
1036,11,4,2,4,1,na1,1
1037,4,0,1,2,0,na1,2
1038,0,0,0,0,0,na1,5
1039,6,1,0,2,1,na1,4
1040,8,1,1,3,1,na1,1
1041,1,0,0,0,0,na1,5
1042,1,0,0,1,1,na1,5
1043,7,2,1,2,1,na1,4
1044,9,2,1,4,1,na1,1
1045,1,0,0,1,0,na1,5
1046,8,1,1,4,2,na1,1
1047,0,0,0,0,0,na1,5
1048,7,1,0,3,2,na1,4
1049,1,0,0,0,0,na1,5
1050,7,0,1,1,2,na1,4
1051,7,1,0,4,0,na1,4
1052,11,3,1,4,1,na1,1
1053,2,0,1,1,0,na1,0
1054,8,1,1,4,0,na1,1
1055,3,0,0,0,0,na1,0
1056,0,0,0,0,0,na1,5
1057,8,1,0,2,1,na1,3
1058,2,0,0,1,2,na1,0
1059,5,0,1,4,0,na1,4
1060,11,3,0,2,2,na1,3
1061,2,0,0,2,0,na1,2
1062,3,0,0,0,0,na1,0
1063,3,0,1,3,2,na1,2
1064,4,1,0,0,0,na1,0
1065,1,0,0,0,0,na1,5
1066,10,2,0,4,2,na1,1
1067,1,0,1,0,0,na1,5
1068,6,0,0,4,2,na1,4
1069,1,0,1,0,0,na1,5
1070,3,0,1,2,0,na1,2
1071,2,0,0,0,1,na1,0
1072,5,0,1,2,2,na1,4
1073,1,0,0,1,0,na1,5
1074,4,0,0,2,1,na1,2
1075,1,0,0,0,0,na1,5
1076,9,1,1,2,2,na1,3
1077,4,0,0,2,0,na1,2
1078,0,0,0,0,0,na1,5
1079,6,0,0,2,2,na1,4
1080,3,0,0,1,1,na1,0
1081,4,0,0,1,1,na1,0
1082,10,3,2,2,1,na1,3
1083,7,1,0,2,0,na1,4
1084,2,0,0,2,0,na1,2
1085,0,0,0,0,1,na1,5
1086,3,0,0,1,0,na1,0
1087,8,1,1,2,1,na1,3
1088,0,0,0,0,0,na1,5
1089,10,1,1,3,2,na1,3
1090,4,0,0,2,1,na1,2
1091,2,0,0,2,1,na1,2
1092,8,1,1,4,2,na1,1
1093,5,0,0,0,0,na1,0
1094,5,0,1,0,0,na1,0
1095,11,3,0,4,2,na1,1
1096,4,0,0,2,2,na1,2
1097,0,0,0,0,0,na1,5
1098,5,0,1,1,1,na1,4
1099,7,1,0,4,0,na1,4
1100,2,0,0,0,0,na1,0
1101,9,1,0,4,2,na1,1
1102,0,0,0,0,0,na1,5
1103,7,1,0,3,2,na1,4
1104,4,0,0,2,1,na1,2
1105,3,0,0,1,1,na1,0
1106,3,0,0,0,1,na1,0
1107,5,0,1,3,1,na1,4
1108,3,0,0,2,1,na1,2
1109,7,1,1,2,0,na1,4
1110,11,4,2,4,1,na1,1
1111,5,0,1,0,0,na1,0
1112,7,1,0,3,1,na1,4
1113,1,0,0,0,0,na1,5
1114,9,1,1,1,1,na1,3
1115,4,0,0,3,0,na1,2
1116,0,0,0,2,1,na1,5
1117,9,1,0,0,1,na1,3
1118,0,0,0,0,0,na1,5
1119,3,1,0,0,1,na1,0
1120,2,0,0,0,0,na1,0
1121,0,0,0,0,0,na1,5
1122,4,1,0,0,0,na1,0
1123,2,1,0,0,0,na1,0
1124,4,2,0,0,0,na1,0
1125,4,2,0,0,0,na1,0
1126,1,0,0,0,0,na1,5
1127,4,2,0,0,0,na1,0
1128,2,1,0,0,0,na1,0
1129,4,2,0,0,0,na1,0
1130,4,2,0,0,0,na1,0
1131,4,1,0,0,0,na1,0
1132,2,0,0,0,0,na1,0
1133,4,4,0,0,0,na1,0
1134,4,1,0,0,0,na1,0
1135,1,0,0,0,0,na1,5
1136,4,2,0,0,0,na1,0
1137,1,0,0,0,0,na1,5
1138,9,1,0,2,2,na1,3
1139,3,0,0,2,0,na1,2
1140,0,0,0,0,0,na1,5
1141,1,0,0,2,0,na1,5
1142,9,1,0,1,2,na1,3
1143,1,0,0,0,0,na1,5
1144,0,0,0,0,0,na1,5
1145,7,0,0,2,2,na1,4
1146,7,1,0,1,2,na1,4
1147,0,0,0,1,0,na1,5
1148,3,0,0,1,0,na1,0
1149,0,0,0,0,0,na1,5
1150,4,0,0,1,1,na1,0
1151,8,1,1,3,0,na1,1
1152,8,1,0,2,2,na1,3
1153,0,0,0,0,0,na1,5
1154,5,0,1,2,0,na1,4
1155,9,1,0,2,2,na1,3
1156,0,0,0,1,0,na1,5
1157,9,3,1,2,2,na1,3
1158,1,0,0,0,1,na1,5
1159,9,2,1,3,1,na1,1
1160,6,0,0,2,1,na1,4
1161,9,3,2,4,1,na1,1
1162,9,3,2,4,1,na1,1
1163,3,0,0,1,0,na1,0
1164,7,1,1,4,0,na1,1
1165,2,0,0,0,1,na1,0
1166,10,1,1,3,1,na1,1
1167,3,0,0,2,1,na1,2
1168,7,1,0,3,1,na1,4
1169,1,0,0,0,0,na1,5
1170,9,1,1,1,1,na1,3
1171,4,0,0,3,0,na1,2
1172,5,0,0,2,2,na1,4
1173,9,2,3,4,0,na1,1
1174,0,0,0,1,0,na1,5
1175,3,0,0,1,1,na1,0
1176,9,2,2,4,1,na1,1
1177,4,0,0,1,0,na1,0
1178,4,0,0,3,1,na1,2
1179,1,0,0,0,1,na1,5
1180,11,4,1,3,2,na1,3
1181,0,0,0,1,0,na1,5
1182,1,0,0,1,1,na1,5
1183,9,1,0,2,1,na1,3
1184,7,1,1,3,1,na1,4
1185,9,2,1,3,1,na1,1
1186,2,0,0,1,2,na1,0
1187,5,0,1,4,0,na1,4
1188,8,1,1,2,0,na1,3
1189,2,0,0,2,1,na1,2
1190,3,0,0,1,1,na1,0
1191,10,4,2,4,1,na1,1
1192,10,2,2,4,0,na1,1
1193,4,0,0,2,2,na1,2
1194,5,1,0,3,1,na1,4
1195,3,0,0,1,1,na1,0
1196,2,0,0,0,1,na1,0
1197,2,0,0,2,1,na1,2
1198,10,1,1,3,1,na1,1
1199,5,0,1,2,1,na1,4
1200,3,0,0,3,0,na1,2
1201,3,0,0,2,1,na1,2
1202,0,0,0,1,0,na1,5
1203,4,0,0,1,1,na1,0
1204,9,2,1,1,2,na1,3
1205,2,0,0,2,0,na1,2
1206,1,0,0,0,1,na1,5
1207,9,2,1,4,0,na1,1
1208,0,0,0,0,0,na1,5
1209,2,1,0,0,0,na1,0
1210,2,0,0,0,1,na1,0
1211,3,1,0,0,0,na1,0
1212,10,6,1,4,0,na1,1
1213,3,0,1,2,0,na1,2
1214,2,0,0,1,0,na1,0
1215,9,1,1,3,1,na1,1
1216,0,0,0,0,0,na1,5
1217,3,2,0,0,2,na1,0
1218,10,1,1,3,1,na1,1
1219,5,0,1,2,1,na1,4
1220,9,1,1,4,0,na1,1
1221,5,0,0,1,2,na1,4
1222,7,1,0,1,1,na1,4
1223,5,0,1,4,0,na1,4
1224,1,0,0,1,0,na1,5
1225,11,3,1,3,2,na1,3
1226,5,0,0,2,2,na1,4
1227,8,2,1,2,0,na1,3
1228,10,2,1,2,1,na1,3
1229,3,0,0,2,1,na1,2
1230,8,1,1,3,0,na1,1
1231,5,1,0,3,1,na1,4
1232,2,0,0,2,0,na1,2
1233,1,0,0,1,1,na1,5
1234,8,1,0,2,0,na1,3
1235,1,0,0,1,1,na1,5
1236,1,0,0,1,1,na1,5
1237,9,2,0,2,1,na1,3
1238,3,0,0,0,1,na1,0
1239,4,0,0,4,1,na1,2
1240,8,1,1,4,0,na1,1
1241,3,0,0,0,0,na1,0
1242,9,3,1,3,1,na1,1
1243,3,0,1,1,1,na1,0
1244,3,0,0,0,0,na1,0
1245,3,0,1,3,2,na1,2
1246,4,0,0,3,0,na1,2
1247,8,2,2,1,2,na1,3
1248,2,0,0,2,0,na1,2
1249,0,0,0,0,1,na1,5
1250,1,0,0,1,1,na1,5
1251,4,0,0,2,1,na1,2
1252,10,2,1,4,1,na1,1
1253,1,0,0,0,0,na1,5
1254,7,1,1,0,2,na1,4
1255,3,0,0,3,0,na1,2
1256,8,1,1,4,2,na1,1
1257,5,0,0,0,0,na1,0
1258,11,4,1,3,2,na1,3
1259,0,0,0,1,0,na1,5
1260,4,0,0,1,1,na1,0
1261,0,0,0,1,0,na1,5
1262,5,0,0,1,0,na1,4
1263,9,1,2,3,1,na1,1
1264,9,1,0,1,2,na1,3
1265,1,0,0,0,0,na1,5
1266,7,1,0,3,2,na1,4
1267,1,0,0,0,0,na1,5
1268,6,0,0,1,1,na1,4
1269,0,0,0,1,0,na1,5
1270,8,1,1,3,2,na1,1
1271,1,0,0,0,0,na1,5
1272,1,0,0,1,1,na1,5
1273,8,1,0,2,1,na1,3
1274,7,1,1,4,0,na1,1
1275,2,0,0,0,1,na1,0
1276,0,0,0,0,0,na1,5
1277,9,2,0,2,1,na1,3
1278,10,2,2,2,2,na1,3
1279,3,0,0,3,0,na1,2
1280,0,0,0,1,0,na1,5
1281,5,0,0,2,2,na1,4
1282,6,2,1,1,2,na1,4
1283,9,1,1,4,0,na1,1
1284,0,0,0,1,1,na1,5
1285,4,0,0,2,1,na1,2
1286,3,0,0,3,2,na1,2
1287,3,0,0,0,0,na1,0
1288,7,1,1,1,0,na1,4
1289,2,0,0,3,1,na1,2
1290,2,0,0,1,0,na1,0
1291,0,0,0,1,1,na1,5
1292,8,1,2,2,2,na1,3
1293,9,1,0,3,0,na1,1
1294,7,1,1,0,2,na1,4
1295,3,0,0,3,0,na1,2
1296,0,0,0,0,0,na1,5
1297,5,0,0,3,2,na1,4
1298,2,0,0,0,0,na1,0
1299,9,1,0,4,2,na1,1
1300,1,0,0,1,1,na1,5
1301,9,1,0,2,1,na1,3
1302,7,1,0,3,2,na1,4
1303,1,0,0,0,0,na1,5
1304,3,0,0,4,2,na1,2
1305,0,0,0,0,0,na1,5
1306,9,2,2,4,1,na1,1
1307,4,0,0,1,0,na1,0
1308,4,0,0,2,2,na1,2
1309,0,0,0,0,0,na1,5
1310,9,1,0,3,2,na1,1
1311,1,0,0,0,0,na1,5
1312,8,1,0,1,1,na1,3
1313,0,0,0,1,0,na1,5
1314,0,0,0,0,0,na1,5
1315,5,0,0,2,1,na1,4
1316,2,0,1,2,0,na1,2
1317,8,1,1,2,2,na1,3
1318,3,2,0,0,1,na1,0
1319,1,0,0,0,0,na1,5
1320,3,2,0,0,1,na1,0
1321,0,0,0,0,0,na1,5
1322,2,0,1,0,0,na1,0
1323,10,2,0,4,2,na1,1
1324,8,1,1,4,2,na1,1
1325,0,0,0,0,0,na1,5
1326,8,1,1,4,0,na1,1
1327,3,0,0,1,1,na1,0
1328,0,0,0,0,0,na1,5
1329,7,1,0,3,2,na1,4
1330,3,1,0,0,0,na1,0
1331,2,0,0,0,1,na1,0
1332,2,0,0,0,2,na1,0
1333,6,0,0,2,0,na1,4
1334,11,2,1,4,2,na1,1
1335,2,0,1,2,0,na1,2
1336,0,0,0,2,1,na1,5
1337,2,0,0,1,1,na1,0
1338,7,1,1,2,1,na1,4
1339,3,0,0,2,0,na1,2
1340,10,2,1,5,2,na1,1
1341,1,0,0,0,0,na1,5
1342,3,0,0,3,1,na1,2
1343,8,1,1,0,1,na1,3
1344,4,0,0,3,1,na1,2
1345,1,0,0,0,1,na1,5
1346,0,0,0,0,0,na1,5
1347,6,0,0,3,1,na1,4
1348,1,0,0,1,0,na1,5
1349,10,2,2,3,2,na1,3
1350,0,0,0,2,0,na1,5
1351,7,1,1,1,2,na1,4
1352,2,0,0,1,0,na1,0
1353,7,1,0,2,2,na1,4
1354,1,0,0,1,0,na1,5
1355,11,3,1,3,2,na1,3
1356,11,3,1,3,2,na1,3
1357,1,0,0,0,0,na1,5
1358,3,0,0,2,1,na1,2
1359,6,0,0,1,0,na1,4
1360,9,2,1,2,2,na1,3
1361,2,0,0,2,0,na1,2
1362,4,0,0,2,2,na1,2
1363,11,3,2,2,0,na1,3
1364,4,2,0,0,0,na1,0
1365,4,4,0,0,0,na1,0
1366,3,0,0,0,0,na1,0
1367,4,0,1,3,2,na1,2
1368,0,0,0,0,0,na1,5
1369,10,2,0,1,1,na1,3
1370,1,0,0,0,0,na1,5
1371,4,2,0,0,0,na1,0
1372,1,0,0,0,0,na1,5
1373,5,0,1,4,1,na1,4
1374,5,1,0,2,0,na1,4
1375,9,2,1,1,2,na1,3
1376,0,0,0,0,0,na1,5
1377,0,0,0,0,0,na1,5
1378,3,0,0,0,1,na1,0
1379,5,0,1,3,1,na1,4
1380,11,3,0,2,2,na1,3
1381,2,0,0,2,0,na1,2
1382,3,0,0,4,2,na1,2
1383,0,0,0,0,0,na1,5
1384,1,0,0,2,1,na1,5
1385,0,0,0,0,0,na1,5
1386,9,3,1,4,0,na1,1
1387,1,0,0,1,1,na1,5
1388,4,0,1,1,1,na1,0
1389,10,3,1,5,0,na1,1
1390,2,0,0,2,0,na1,2
1391,1,0,0,0,1,na1,5
1392,0,0,0,0,0,na1,5
1393,5,1,0,2,1,na1,4
1394,8,1,0,2,1,na1,3
1395,5,0,1,4,0,na1,4
1396,9,1,1,3,0,na1,1
1397,3,0,0,2,1,na1,2
1398,9,2,0,2,0,na1,3
1399,4,0,0,1,2,na1,0
1400,10,2,1,2,2,na1,3
1401,1,0,0,1,0,na1,5
1402,4,0,0,2,0,na1,2
1403,8,2,2,1,0,na1,3
1404,2,1,0,0,0,na1,0
1405,4,2,0,0,0,na1,0
1406,2,0,0,1,2,na1,0
1407,7,1,1,2,0,na1,4
1408,8,1,1,1,0,na1,3
1409,5,0,0,2,0,na1,4
1410,2,0,0,0,1,na1,0
1411,4,0,0,2,0,na1,2
1412,8,1,1,1,2,na1,3
1413,3,0,0,3,0,na1,2
1414,9,1,1,1,1,na1,3
1415,1,0,0,1,1,na1,5
1416,4,0,0,2,0,na1,2
1417,0,0,0,0,1,na1,5
1418,0,0,0,0,0,na1,5
1419,3,1,0,0,1,na1,0
1420,2,0,0,0,0,na1,0
1421,0,0,0,0,0,na1,5
1422,0,0,0,0,0,na1,5
1423,3,1,0,0,1,na1,0
1424,7,0,0,4,1,na1,4
1425,3,0,1,2,1,na1,2
1426,8,1,1,4,0,na1,1
1427,3,0,0,1,1,na1,0
1428,2,0,0,0,1,na1,0
1429,9,1,0,2,1,na1,3
1430,4,1,0,0,0,na1,0
1431,1,0,0,0,0,na1,5
1432,9,3,1,3,1,na1,1
1433,3,0,1,1,1,na1,0
1434,9,2,1,1,2,na1,3
1435,1,0,0,3,0,na1,2
1436,8,1,1,4,1,na1,1
1437,8,1,2,2,1,na1,3
1438,1,0,0,1,1,na1,5
1439,7,2,1,2,1,na1,4
1440,7,0,0,4,1,na1,4
1441,3,0,1,2,1,na1,2
1442,2,0,0,0,0,na1,0
1443,9,1,0,4,2,na1,1
1444,1,0,0,1,1,na1,5
1445,9,1,0,2,1,na1,3
1446,7,1,0,3,2,na1,4
1447,1,0,0,0,0,na1,5
1448,6,0,1,2,0,na1,4
1449,4,0,0,3,1,na1,2
1450,10,2,0,4,2,na1,1
1451,0,0,1,0,0,na1,5
1452,9,1,0,2,0,na1,3
1453,2,0,0,0,2,na1,0
1454,4,0,0,1,0,na1,0
1455,6,1,1,3,1,na1,4
1456,0,0,0,0,0,na1,5
1457,6,1,0,0,1,na1,4
1458,3,0,0,2,0,na1,2
1459,7,1,1,1,0,na1,4
1460,10,1,1,3,1,na1,1
1461,5,0,1,2,1,na1,4
1462,2,0,0,1,0,na1,0
1463,6,0,1,3,1,na1,4
1464,7,1,0,1,1,na1,4
1465,5,0,1,4,0,na1,4
1466,1,0,0,1,0,na1,5
1467,11,3,1,3,2,na1,3
1468,0,0,0,0,0,na1,5
1469,4,0,0,2,1,na1,2
1470,1,0,0,1,0,na1,5
1471,8,1,1,3,1,na1,1
1472,6,1,1,3,1,na1,4
1473,3,0,0,1,0,na1,0
1474,2,0,0,3,1,na1,2
1475,8,1,1,1,0,na1,3
1476,8,1,1,2,1,na1,3
1477,3,0,0,3,1,na1,2
1478,10,2,2,2,2,na1,3
1479,3,0,0,3,0,na1,2
1480,4,2,0,0,0,na1,0
1481,2,1,0,0,0,na1,0
1482,4,2,0,0,0,na1,0
1483,0,0,0,0,0,na1,5
1484,4,1,0,0,0,na1,0
1485,2,1,0,0,0,na1,0
1486,3,2,0,0,0,na1,0
1487,0,0,0,0,0,na1,5
1488,3,0,0,0,0,na1,0
1489,2,0,0,0,0,na1,0
1490,0,0,0,0,0,na1,5
1491,3,1,0,0,0,na1,0
1492,0,0,0,0,0,na1,5
1493,5,0,0,2,1,na1,4
1494,0,0,0,0,1,na1,5
1495,7,1,0,3,1,na1,4
1496,8,1,1,2,0,na1,3
1497,2,0,0,2,1,na1,2
1498,9,1,0,2,2,na1,3
1499,3,0,0,2,0,na1,2
1500,0,0,0,1,1,na1,5
1501,8,2,1,2,0,na1,3
1502,4,0,0,3,1,na1,2
1503,8,1,1,1,1,na1,3
1504,1,0,0,2,0,na1,5
1505,2,0,0,1,0,na1,0
1506,8,3,0,4,1,na1,1
1507,7,1,2,2,0,na1,4
1508,6,0,0,3,0,na1,4
1509,1,0,0,0,0,na1,5
1510,2,1,0,0,0,na1,0
1511,4,2,0,0,0,na1,0
1512,4,3,0,0,0,na1,0
1513,2,1,0,0,0,na1,0
1514,0,0,0,0,0,na1,5
1515,4,2,0,0,0,na1,0
1516,1,0,0,0,0,na1,5
1517,4,1,0,0,0,na1,0
1518,4,0,0,2,2,na1,2
1519,11,3,2,2,0,na1,3
1520,0,0,0,2,0,na1,5
1521,2,0,0,0,1,na1,0
1522,7,2,0,4,0,na1,1
1523,2,0,1,0,0,na1,0
1524,3,0,0,2,0,na1,2
1525,11,3,2,3,1,na1,3
1526,2,0,0,0,1,na1,0
1527,9,1,0,2,1,na1,3
1528,2,0,0,0,0,na1,0
1529,5,0,0,3,2,na1,4
1530,8,1,1,3,2,na1,1
1531,1,0,0,0,0,na1,5
1532,1,0,0,1,1,na1,5
1533,8,1,0,2,1,na1,3
1534,1,0,0,2,1,na1,5
1535,4,0,0,1,1,na1,0
1536,3,0,0,1,1,na1,0
1537,10,2,1,4,0,na1,1
1538,3,0,0,0,1,na1,0
1539,4,0,0,4,1,na1,2
1540,9,2,1,2,1,na1,3
1541,3,0,0,2,1,na1,2
1542,6,1,0,1,1,na1,4
1543,0,0,0,0,0,na1,5
1544,3,0,0,1,0,na1,0
1545,7,1,1,3,1,na1,4
1546,5,0,0,1,0,na1,4
1547,9,1,2,3,1,na1,1
1548,0,0,0,0,0,na1,5
1549,3,0,1,3,2,na1,2
1550,7,1,0,4,0,na1,4
1551,8,1,2,1,2,na1,3
1552,3,0,0,2,1,na1,2
1553,7,1,1,2,0,na1,4
1554,11,4,2,4,1,na1,1
1555,5,0,1,0,0,na1,0
1556,2,0,0,0,1,na1,0
1557,2,0,0,2,1,na1,2
1558,3,0,0,0,0,na1,0
1559,8,1,1,3,1,na1,1
1560,11,7,1,2,2,na1,3
1561,3,0,2,4,0,na1,2
1562,7,0,1,2,1,na1,4
1563,1,0,0,1,1,na1,5
1564,3,0,0,0,0,na1,0
1565,9,2,1,3,2,na1,1
1566,8,2,1,2,2,na1,3
1567,2,0,0,1,0,na1,0
1568,3,0,0,2,1,na1,2
1569,0,0,0,0,0,na1,5
1570,4,0,0,2,1,na1,2
1571,0,0,0,0,0,na1,5
1572,9,1,1,1,0,na1,3
1573,7,0,0,2,2,na1,4
1574,5,0,1,1,0,na1,4
1575,10,2,2,4,1,na1,1
1576,2,0,0,1,0,na1,0
1577,11,3,1,2,1,na1,3
1578,7,0,1,1,2,na1,4
1579,7,1,0,4,0,na1,4
1580,2,0,1,3,1,na1,2
1581,1,0,0,0,1,na1,5
1582,3,0,0,3,1,na1,2
1583,10,2,1,2,1,na1,3
1584,4,0,0,2,2,na1,2
1585,9,2,1,2,0,na1,3
1586,2,0,1,2,0,na1,2
1587,11,4,2,4,2,na1,1
1588,8,2,1,2,1,na1,3
1589,2,0,0,2,1,na1,2
1590,4,0,0,2,0,na1,2
1591,3,0,0,1,2,na1,0
1592,8,1,1,3,2,na1,1
1593,8,1,1,3,0,na1,1
1594,10,1,0,2,1,na1,3
1595,5,0,1,2,1,na1,4
1596,2,0,0,2,1,na1,2
1597,0,0,0,1,1,na1,5
1598,4,0,0,2,2,na1,2
1599,11,3,2,2,0,na1,3
1600,8,1,1,4,0,na1,1
1601,3,0,0,1,1,na1,0
1602,0,0,0,0,0,na1,5
